 Procedimentos hospitalares do SUS - por local de residência - Brasil
Óbitos por Município e Subgrupo proced.
Período:Out-Dez/2019
"Município";"0201 Coleta de material";"0209 Diagnóstico por endoscopia";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clínicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa";"0402 Cirurgia de glândulas endócrinas";"0403 Cirurgia do sistema nervoso central e periférico";"0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço";"0405 Cirurgia do aparelho da visão";"0406 Cirurgia do aparelho circulatório";"0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinário";"0410 Cirurgia de mama";"0411 Cirurgia obstétrica";"0412 Cirurgia torácica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0505 Transplante de orgãos, tecidos e células";"0506 Acompanhamento e intercorrências no pré e pós-transplante";"Total"
"421530 SALETE";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421540 SALTO VELOSO";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"421545 SANGAO";-;-;-;5;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;8
"421550 SANTA CECILIA";-;-;-;16;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;19
"421555 SANTA HELENA";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"421560 SANTA ROSA DE LIMA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421565 SANTA ROSA DO SUL";-;-;-;7;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;11
"421567 SANTA TEREZINHA";-;-;1;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;8
"421568 SANTA TEREZINHA DO PROGRESSO";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421569 SANTIAGO DO SUL";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421570 SANTO AMARO DA IMPERATRIZ";-;-;1;17;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22
"421575 SAO BERNARDINO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"421580 SAO BENTO DO SUL";-;2;-;21;17;1;-;-;-;-;3;-;-;1;2;2;1;-;-;-;1;-;4;-;-;-;55
"421590 SAO BONIFACIO";-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"421600 SAO CARLOS";-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;9
"421605 SAO CRISTOVAO DO SUL";-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;5
"421610 SAO DOMINGOS";-;-;-;8;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;10
"421620 SAO FRANCISCO DO SUL";-;-;-;30;1;-;2;-;-;-;1;1;-;2;2;-;1;-;1;2;-;-;3;-;-;-;46
"421625 SAO JOAO DO OESTE";-;-;1;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"421630 SAO JOAO BATISTA";-;-;-;11;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;16
"421635 SAO JOAO DO ITAPERIU";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"421640 SAO JOAO DO SUL";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"421650 SAO JOAQUIM";-;-;-;23;2;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;31
"421660 SAO JOSE";-;-;18;88;18;4;3;-;-;-;3;1;-;3;3;1;-;-;-;4;-;-;13;-;1;1;161
"421670 SAO JOSE DO CEDRO";-;-;1;9;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;14
"421680 SAO JOSE DO CERRITO";-;-;-;2;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;4
"421690 SAO LOURENCO DO OESTE";-;-;-;16;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;18
"421700 SAO LUDGERO";-;-;-;5;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;9
"421710 SAO MARTINHO";-;-;-;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;8
"421715 SAO MIGUEL DA BOA VISTA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"421720 SAO MIGUEL DO OESTE";-;-;7;18;5;1;1;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;2;-;-;-;37
"421725 SAO PEDRO DE ALCANTARA";-;-;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;4
"421730 SAUDADES";-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;7
"421740 SCHROEDER";-;-;1;7;1;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;12
"421750 SEARA";-;-;-;6;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;12
"421755 SERRA ALTA";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421760 SIDEROPOLIS";-;-;-;3;1;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;7
"421770 SOMBRIO";-;-;-;13;4;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;20
"421780 TAIO";-;-;-;7;3;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;12
"421790 TANGARA";-;-;-;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"421795 TIGRINHOS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421800 TIJUCAS";-;-;2;25;1;3;-;-;-;-;1;-;-;1;1;1;-;-;-;1;-;-;1;-;-;-;37
"421810 TIMBE DO SUL";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"421820 TIMBO";-;-;-;14;6;2;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;4;-;-;-;28
"421825 TIMBO GRANDE";-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"421830 TRES BARRAS";-;1;1;10;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;17
"421835 TREVISO";-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3
"421840 TREZE DE MAIO";-;-;-;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;8
"421850 TREZE TILIAS";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3
"421860 TROMBUDO CENTRAL";-;-;-;2;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"421870 TUBARAO";-;-;2;84;16;5;3;-;-;-;1;-;-;-;3;4;-;-;-;7;-;-;6;-;-;-;131
"421875 TUNAPOLIS";-;-;-;7;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"421880 TURVO";-;-;-;4;2;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;9
"421885 UNIAO DO OESTE";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"421890 URUBICI";-;-;-;9;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;12
"421895 URUPEMA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421900 URUSSANGA";-;-;-;12;4;3;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;22
"421910 VARGEAO";-;-;-;8;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;11
"421915 VARGEM";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"421917 VARGEM BONITA";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;5
"421920 VIDAL RAMOS";-;-;-;4;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;7
"421930 VIDEIRA";-;-;-;26;-;2;-;-;-;-;-;1;-;-;3;-;-;-;-;2;-;-;4;-;-;-;38
"421935 VITOR MEIRELES";-;-;-;4;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"421940 WITMARSUM";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421950 XANXERE";-;1;-;25;3;1;-;-;-;-;-;-;-;2;1;-;1;-;-;2;-;-;5;-;-;-;41
"421960 XAVANTINA";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"421970 XAXIM";-;-;-;26;2;1;1;-;-;-;-;-;-;2;-;1;-;-;-;1;-;-;2;-;-;-;36
"421985 ZORTEA";-;-;-;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"422000 BALNEARIO RINCAO";-;-;2;8;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;14
"430003 ACEGUA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430005 AGUA SANTA";-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"430010 AGUDO";-;-;-;12;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"430020 AJURICABA";-;-;1;3;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"430030 ALECRIM";-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;18
"430040 ALEGRETE";-;-;-;69;16;1;-;-;-;-;-;-;-;1;3;-;-;-;-;2;-;-;-;2;-;-;94
"430050 ALPESTRE";-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;7
"430055 ALTO ALEGRE";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430057 ALTO FELIZ";-;-;-;4;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"430060 ALVORADA";-;-;1;124;35;1;3;-;1;-;4;3;-;4;5;2;1;-;-;1;-;-;6;-;-;1;192
"430063 AMARAL FERRADOR";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430064 AMETISTA DO SUL";-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;9
"430066 ANDRE DA ROCHA";-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430070 ANTA GORDA";-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"430080 ANTONIO PRADO";-;-;-;2;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"430085 ARAMBARE";-;-;-;3;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"430087 ARARICA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"430090 ARATIBA";-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;4
"430100 ARROIO DO MEIO";-;-;1;30;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32
"430105 ARROIO DO SAL";-;-;-;8;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;12
"430107 ARROIO DO PADRE";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430110 ARROIO DOS RATOS";-;-;1;14;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;20
"430120 ARROIO DO TIGRE";-;-;-;8;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"430130 ARROIO GRANDE";-;-;-;10;3;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;17
"430140 ARVOREZINHA";-;-;-;5;1;-;-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;10
"430150 AUGUSTO PESTANA";-;-;-;4;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;9
"430155 AUREA";-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430160 BAGE";-;-;-;77;28;2;2;-;-;-;2;5;-;-;2;1;-;-;-;-;-;-;2;1;-;-;122
"430163 BALNEARIO PINHAL";-;-;-;13;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;18
"430165 BARAO";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430170 BARAO DE COTEGIPE";-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"430175 BARAO DO TRIUNFO";-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"430180 BARRACAO";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"430185 BARRA DO GUARITA";-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"430187 BARRA DO QUARAI";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2
"430190 BARRA DO RIBEIRO";-;-;-;7;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;10
"430192 BARRA DO RIO AZUL";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430195 BARRA FUNDA";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430200 BARROS CASSAL";-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;11
"430210 BENTO GONCALVES";1;-;-;44;9;1;1;-;-;-;-;2;-;2;3;1;-;-;-;-;-;-;6;2;2;-;74
"430215 BOA VISTA DAS MISSOES";-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430220 BOA VISTA DO BURICA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"430222 BOA VISTA DO CADEADO";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;5
"430223 BOA VISTA DO INCRA";-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430225 BOA VISTA DO SUL";-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3
"430230 BOM JESUS";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"430235 BOM PRINCIPIO";-;-;-;4;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"430237 BOM PROGRESSO";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"430240 BOM RETIRO DO SUL";-;-;-;13;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;1;-;-;-;17
"430245 BOQUEIRAO DO LEAO";-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"430250 BOSSOROCA";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"430258 BOZANO";-;-;-;2;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;4
"430260 BRAGA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"430265 BROCHIER";-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"430270 BUTIA";-;-;-;10;4;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;18
"430280 CACAPAVA DO SUL";-;-;-;30;5;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;40
"430290 CACEQUI";-;-;-;4;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"430300 CACHOEIRA DO SUL";-;-;-;51;18;2;1;-;-;-;-;-;-;2;3;-;-;-;-;5;-;-;4;1;-;-;87
"430310 CACHOEIRINHA";-;-;-;77;15;3;2;-;-;-;-;1;-;3;3;2;-;-;-;1;1;-;3;-;-;-;111
"430320 CACIQUE DOBLE";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"430330 CAIBATE";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430340 CAICARA";-;-;-;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"430350 CAMAQUA";-;-;1;52;1;2;-;-;-;-;2;1;-;-;3;3;-;-;-;1;-;-;-;-;-;-;66
"430355 CAMARGO";-;-;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;6
"430360 CAMBARA DO SUL";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430367 CAMPESTRE DA SERRA";-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"430370 CAMPINA DAS MISSOES";-;-;-;9;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"430380 CAMPINAS DO SUL";-;-;-;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"430390 CAMPO BOM";-;-;-;31;7;3;-;-;-;-;-;1;-;-;-;2;-;-;-;-;1;-;3;-;-;-;48
"430400 CAMPO NOVO";-;-;-;8;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"430410 CAMPOS BORGES";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430420 CANDELARIA";-;-;-;29;5;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;37
"430430 CANDIDO GODOI";-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"430435 CANDIOTA";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430440 CANELA";-;-;-;15;7;2;-;-;-;-;1;-;-;2;1;-;1;-;-;1;-;-;1;-;-;-;31
"430450 CANGUCU";-;-;-;30;6;2;-;-;-;-;-;-;-;1;1;2;-;-;-;1;-;-;2;-;-;-;45
"430460 CANOAS";-;-;-;244;23;7;2;-;-;-;1;1;-;8;5;3;1;-;-;5;1;-;13;-;-;-;314
"430461 CANUDOS DO VALE";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430462 CAPAO BONITO DO SUL";-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430463 CAPAO DA CANOA";-;-;2;37;3;1;2;-;-;-;-;-;-;1;3;-;-;-;-;-;-;-;3;-;-;-;52
"430465 CAPAO DO CIPO";-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2
"430466 CAPAO DO LEAO";-;-;-;8;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;12
"430467 CAPIVARI DO SUL";-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"430468 CAPELA DE SANTANA";-;-;-;6;-;-;1;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;11
"430469 CAPITAO";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"430470 CARAZINHO";-;-;-;55;13;4;1;-;-;-;1;1;-;-;3;2;-;-;-;1;-;-;3;2;-;-;86
"430471 CARAA";-;-;-;6;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"430480 CARLOS BARBOSA";-;-;-;12;5;-;-;-;-;-;-;-;-;-;4;-;-;-;-;1;-;-;1;-;-;-;23
"430485 CARLOS GOMES";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430490 CASCA";-;-;-;4;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;7
"430495 CASEIROS";-;-;-;5;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;6
"430500 CATUIPE";-;-;-;5;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;7
"430510 CAXIAS DO SUL";1;-;18;122;48;16;5;-;-;-;5;-;-;6;11;5;1;-;-;18;-;-;17;2;-;-;275
"430511 CENTENARIO";-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430512 CERRITO";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;4
"430513 CERRO BRANCO";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"430515 CERRO GRANDE";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430517 CERRO GRANDE DO SUL";-;-;-;7;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"430520 CERRO LARGO";-;-;-;12;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"430530 CHAPADA";-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"430535 CHARQUEADAS";-;-;-;30;6;2;-;-;-;-;-;-;-;1;1;1;-;-;-;1;-;-;1;-;-;-;43
"430537 CHARRUA";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"430540 CHIAPETTA";-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"430543 CHUI";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430545 CIDREIRA";-;-;-;19;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;22
"430550 CIRIACO";-;-;-;2;1;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;6
"430558 COLINAS";-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"430560 COLORADO";-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430570 CONDOR";-;-;-;5;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"430580 CONSTANTINA";-;-;-;7;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;9
"430583 COQUEIRO BAIXO";-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2
"430587 CORONEL BARROS";-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;3
"430590 CORONEL BICACO";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"430593 CORONEL PILAR";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430595 COTIPORA";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430597 COXILHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"430600 CRISSIUMAL";-;-;-;11;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;14
"430605 CRISTAL";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430607 CRISTAL DO SUL";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430610 CRUZ ALTA";-;-;-;29;6;2;1;-;-;-;2;-;-;3;2;4;-;-;-;2;-;-;-;-;-;-;51
"430620 CRUZEIRO DO SUL";-;-;-;9;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;11
"430630 DAVID CANABARRO";-;-;-;4;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;5
"430632 DERRUBADAS";-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2
"430635 DEZESSEIS DE NOVEMBRO";-;-;-;5;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;6
"430640 DOIS IRMAOS";-;-;-;15;-;2;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;20
"430642 DOIS IRMAOS DAS MISSOES";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430645 DOIS LAJEADOS";-;-;-;4;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
